order_item_id,order_id,product_id,quantity,line_total
1032,601,53,3,1832.16
1033,475,66,2,7152.94
1034,2618,62,3,3535.23
1035,1516,23,4,9528.56
1036,575,44,2,1830.22
1037,347,52,4,15063.72
1038,2868,46,1,5615.73
1039,1511,19,1,952.26
1040,382,88,1,1762.71
1041,1304,84,4,2449.72
1042,72,47,4,5398.24
1043,2569,91,3,1768.23
1044,2981,52,2,7531.86
1045,1118,24,2,7604.08
1046,1397,17,4,20012.52
1047,2387,89,4,6550.44
1048,1360,46,1,5615.73
1049,664,64,4,1636.72
1050,1516,119,1,1355.09
1051,1892,95,4,8423.4
1052,40,28,2,1228.84
1053,1383,50,3,3197.97
1054,2031,64,4,1636.72
1055,2622,28,1,614.42
1056,1278,86,3,1435.08
1057,966,56,1,1108.67
1058,2629,59,1,1931.8
1059,1901,5,3,12235.41
1060,2218,54,3,1828.8
1061,701,44,3,2745.33
1062,511,42,4,3941.96
1063,1284,72,3,727.98
1064,584,102,4,4467.76
1065,984,92,2,2201.6
1066,459,57,2,1996.5
1067,2577,47,1,1349.56
1068,1906,76,1,1085.57
1069,2389,25,4,1675.76
1070,2105,102,1,1116.94
1071,2266,44,2,1830.22
1072,2667,15,4,4552.4
1073,816,108,4,8964.48
1074,2779,105,3,2658.03
1075,2512,51,4,10435.0
1076,247,53,1,610.72
1077,730,34,2,835.2
1078,2421,109,1,233.05
1079,417,77,2,2346.04
1080,1055,8,3,2186.91
1081,368,77,2,2346.04
1082,2607,100,3,12262.44
1083,108,70,1,690.97
1084,2632,102,3,3350.82
1085,839,96,4,914.2
1086,418,21,4,9468.4
1087,1644,108,2,4482.24
1088,821,108,1,2241.12
1089,1422,113,1,4830.7
1090,683,7,2,1890.78
1091,256,90,4,24873.68
1092,2828,79,3,3158.13
1093,838,56,2,2217.34
1094,2963,49,3,2638.5
1095,2283,42,3,2956.47
1096,553,23,1,2382.14
1097,181,52,4,15063.72
1098,157,102,3,3350.82
1099,1478,105,4,3544.04
1100,571,79,1,1052.71
1101,857,112,2,1648.14
1102,1785,53,2,1221.44
1103,1728,104,1,997.34
1104,1048,16,1,5882.4
1105,1497,96,3,685.65
1106,1424,37,1,868.21
1107,2996,18,2,4259.46
1108,592,20,4,2965.44
1109,2182,46,4,22462.92
1110,421,2,4,1769.0
1111,2261,119,4,5420.36
1112,2948,87,1,906.51
1113,2530,94,1,529.53
1114,348,63,4,6470.4
1115,166,3,1,447.63
1116,937,46,3,16847.19
1117,348,103,1,1181.78
1118,2897,111,3,2208.45
1119,398,49,3,2638.5
1120,583,1,1,2303.57
1121,2774,105,4,3544.04
1122,1601,22,3,1257.6
1123,308,93,1,501.13
1124,2846,14,2,7742.32
1125,2767,112,4,3296.28
1126,2514,92,2,2201.6
1127,99,85,3,2718.12
1128,1266,45,2,2045.7
1129,158,96,1,228.55
1130,2658,6,4,1145.92
1131,554,118,3,5563.44
1132,651,65,1,3546.41
1133,2968,21,4,9468.4
1134,2275,4,3,18715.62
1135,2471,3,3,1342.89
1136,2291,113,3,14492.1
1137,2578,30,3,1655.64
1138,1069,31,2,1774.34
1139,1496,34,2,835.2
1140,2419,83,2,2112.14
1141,1879,20,3,2224.08
1142,2700,87,2,1813.02
1143,2737,54,4,2438.4
1144,734,104,3,2992.02
1145,1951,25,4,1675.76
1146,92,15,4,4552.4
1147,2220,38,2,3660.22
1148,1628,23,3,7146.42
1149,1216,52,2,7531.86
1150,1101,66,2,7152.94
1151,1305,57,2,1996.5
1152,1388,57,3,2994.75
1153,179,79,3,3158.13
1154,2286,52,2,7531.86
1155,2925,108,4,8964.48
1156,2950,35,4,1803.12
1157,280,74,3,4226.97
1158,1043,14,1,3871.16
1159,1619,91,2,1178.82
1160,2788,118,2,3708.96
1161,371,14,1,3871.16
1162,1801,99,3,4561.08
1163,2918,33,4,19036.04
1164,1704,52,3,11297.79
1165,2269,1,4,9214.28
1166,2968,34,4,1670.4
1167,304,19,3,2856.78
1168,1349,24,2,7604.08
1169,1461,106,2,1769.78
1170,2486,4,2,12477.08
1171,1194,36,4,3853.76
1172,2423,77,2,2346.04
1173,2429,58,4,1906.6
1174,2062,32,2,630.62
1175,2791,9,3,5364.09
1176,669,103,1,1181.78
1177,500,80,4,3715.24
1178,1415,114,3,3735.48
1179,1573,67,4,3505.12
1180,2613,116,4,7063.64
1181,530,20,3,2224.08
1182,2007,74,2,2817.98
1183,2540,120,4,2604.92
1184,1220,62,1,1178.41
1185,755,58,1,476.65
1186,2348,22,3,1257.6
1187,815,112,1,824.07
1188,2595,67,3,2628.84
1189,727,75,3,6366.21
1190,731,89,4,6550.44
1191,828,106,3,2654.67
1192,2650,48,3,3057.51
1193,1332,8,2,1457.94
1194,2047,73,4,1929.0
1195,2816,15,1,1138.1
1196,875,32,2,630.62
1197,2985,53,2,1221.44
1198,2179,67,4,3505.12
1199,2004,4,4,24954.16
1200,1678,30,2,1103.76
1201,608,13,4,19236.92
1202,2074,108,4,8964.48
1203,1478,21,3,7101.3
1204,635,41,4,5601.12
1205,1210,110,3,1203.48
1206,484,19,2,1904.52
1207,2728,103,2,2363.56
1208,1075,48,1,1019.17
1209,1915,86,4,1913.44
1210,2053,63,2,3235.2
1211,589,20,3,2224.08
1212,2256,64,2,818.36
1213,2305,37,4,3472.84
1214,1229,31,1,887.17
1215,1974,74,1,1408.99
1216,2059,18,2,4259.46
1217,949,107,1,2331.62
1218,2056,103,4,4727.12
1219,2984,110,4,1604.64
1220,2080,20,1,741.36
1221,2008,82,3,5515.02
1222,2588,11,1,1299.67
1223,1742,86,1,478.36
1224,387,44,2,1830.22
1225,1252,82,3,5515.02
1226,2688,64,1,409.18
1227,1791,34,2,835.2
1228,1499,87,2,1813.02
1229,207,65,2,7092.82
1230,1819,55,4,5666.44
1231,1781,74,2,2817.98
1232,2605,117,2,2659.2
1233,2396,1,4,9214.28
1234,793,38,4,7320.44
1235,2282,103,2,2363.56
1236,1725,113,1,4830.7
1237,1006,9,3,5364.09
1238,2785,95,4,8423.4
1239,942,71,3,7256.76
1240,1166,17,4,20012.52
1241,2224,99,2,3040.72
1242,1678,112,4,3296.28
1243,449,101,2,682.8
1244,592,52,3,11297.79
1245,82,18,1,2129.73
1246,2183,63,2,3235.2
1247,2904,33,3,14277.03
1248,1407,4,3,18715.62
1249,1481,87,4,3626.04
1250,2488,75,2,4244.14
1251,1080,52,3,11297.79
1252,2745,9,1,1788.03
1253,419,64,4,1636.72
1254,88,30,4,2207.52
1255,2704,8,3,2186.91
1256,215,104,2,1994.68
1257,1759,5,4,16313.88
1258,2600,76,2,2171.14
1259,1521,63,3,4852.8
1260,1718,1,3,6910.71
1261,2551,15,2,2276.2
1262,2747,89,1,1637.61
1263,2293,82,4,7353.36
1264,1502,38,3,5490.33
1265,309,42,1,985.49
1266,231,46,1,5615.73
1267,155,53,2,1221.44
1268,1199,26,2,1757.1
1269,2896,61,2,12223.98
1270,115,104,1,997.34
1271,1414,67,4,3505.12
1272,311,54,2,1219.2
1273,993,22,4,1676.8
1274,2348,26,2,1757.1
1275,1042,83,1,1056.07
1276,2832,108,4,8964.48
1277,12,108,4,8964.48
1278,1428,111,1,736.15
1279,2280,60,4,9694.12
1280,2014,39,1,3872.55
1281,730,36,1,963.44
1282,1302,21,3,7101.3
1283,1377,41,2,2800.56
1284,2037,118,3,5563.44
1285,2351,48,1,1019.17
1286,541,26,1,878.55
1287,2518,63,4,6470.4
1288,2861,77,1,1173.02
1289,77,36,1,963.44
1290,24,24,1,3802.04
1291,1039,105,2,1772.02
1292,676,90,3,18655.26
1293,2573,21,3,7101.3
1294,2395,18,2,4259.46
1295,172,15,2,2276.2
1296,1893,79,2,2105.42
1297,2760,6,3,859.44
1298,489,43,3,2550.27
1299,1486,31,1,887.17
1300,2426,28,3,1843.26
1301,2420,8,4,2915.88
1302,757,29,3,2199.42
1303,2525,21,2,4734.2
1304,2430,81,3,3428.82
1305,155,120,1,651.23
1306,257,113,3,14492.1
1307,1780,88,2,3525.42
1308,674,58,4,1906.6
1309,2116,60,2,4847.06
1310,2392,50,4,4263.96
1311,673,100,1,4087.48
1312,2439,31,1,887.17
1313,1473,47,3,4048.68
1314,259,34,1,417.6
1315,307,2,1,442.25
1316,1119,106,2,1769.78
1317,2998,67,2,1752.56
1318,246,94,3,1588.59
1319,2781,72,3,727.98
1320,1659,52,3,11297.79
1321,187,7,3,2836.17
1322,1798,76,2,2171.14
1323,925,19,3,2856.78
1324,785,90,3,18655.26
1325,1596,92,1,1100.8
1326,2456,15,3,3414.3
1327,1361,78,4,5020.52
1328,341,48,1,1019.17
1329,563,14,2,7742.32
1330,651,3,4,1790.52
1331,3000,50,3,3197.97
1332,1194,93,1,501.13
1333,69,54,3,1828.8
1334,1584,6,1,286.48
1335,2429,49,3,2638.5
1336,2105,23,4,9528.56
1337,1301,92,2,2201.6
1338,2898,78,4,5020.52
1339,1123,78,4,5020.52
1340,916,20,2,1482.72
1341,2373,77,1,1173.02
1342,461,91,1,589.41
1343,2227,60,2,4847.06
1344,844,99,3,4561.08
1345,574,45,1,1022.85
1346,119,61,4,24447.96
1347,2597,56,2,2217.34
1348,646,2,4,1769.0
1349,1479,105,1,886.01
1350,2074,45,2,2045.7
1351,1514,40,2,1229.58
1352,2032,112,1,824.07
1353,1032,24,1,3802.04
1354,969,29,2,1466.28
1355,2011,67,3,2628.84
1356,1540,109,2,466.1
1357,2581,68,3,3470.19
1358,2197,114,4,4980.64
1359,1512,66,3,10729.41
1360,1049,84,3,1837.29
1361,655,54,1,609.6
1362,1955,53,2,1221.44
1363,2993,79,4,4210.84
1364,555,49,2,1759.0
1365,425,32,3,945.93
1366,293,61,3,18335.97
1367,1209,42,3,2956.47
1368,2602,1,2,4607.14
1369,431,63,3,4852.8
1370,2652,102,2,2233.88
1371,317,35,4,1803.12
1372,398,51,4,10435.0
1373,1348,71,2,4837.84
1374,1589,45,4,4091.4
1375,596,77,1,1173.02
1376,2594,113,3,14492.1
1377,2124,65,3,10639.23
1378,2913,14,3,11613.48
1379,1944,93,1,501.13
1380,916,3,3,1342.89
1381,2757,110,2,802.32
1382,2534,24,3,11406.12
1383,2795,65,2,7092.82
1384,1256,48,4,4076.68
1385,2598,10,2,4315.84
1386,976,13,2,9618.46
1387,1076,100,2,8174.96
1388,2990,73,3,1446.75
1389,2967,14,1,3871.16
1390,1245,100,1,4087.48
1391,1452,10,2,4315.84
1392,1167,40,3,1844.37
1393,2029,23,1,2382.14
1394,363,99,4,6081.44
1395,2430,55,4,5666.44
1396,2319,63,3,4852.8
1397,2346,71,4,9675.68
1398,234,42,4,3941.96
1399,2623,99,4,6081.44
1400,1732,66,1,3576.47
1401,27,79,4,4210.84
1402,1495,73,2,964.5
1403,93,47,2,2699.12
1404,2665,81,4,4571.76
1405,309,103,2,2363.56
1406,52,52,1,3765.93
1407,319,18,3,6389.19
1408,1993,79,2,2105.42
1409,181,18,4,8518.92
1410,1593,24,3,11406.12
1411,2923,23,3,7146.42
1412,647,12,4,1206.28
1413,1962,23,2,4764.28
1414,1284,21,1,2367.1
1415,2245,64,2,818.36
1416,2693,90,2,12436.84
1417,2303,72,1,242.66
1418,2025,94,3,1588.59
1419,2780,34,1,417.6
1420,336,2,1,442.25
1421,1577,69,4,1845.12
1422,1526,31,4,3548.68
1423,990,97,2,3917.74
1424,2948,118,4,7417.92
1425,1279,68,1,1156.73
1426,514,70,1,690.97
1427,2030,87,4,3626.04
1428,242,109,4,932.2
1429,2197,19,4,3809.04
1430,1734,107,1,2331.62
1431,2805,109,3,699.15
1432,2668,72,3,727.98
1433,2501,103,4,4727.12
1434,2260,13,2,9618.46
1435,668,65,2,7092.82
1436,594,6,3,859.44
1437,2179,71,4,9675.68
1438,2660,112,1,824.07
1439,256,27,2,1164.64
1440,1503,79,2,2105.42
1441,561,52,1,3765.93
1442,2111,98,1,2159.07
1443,1335,87,4,3626.04
1444,407,48,1,1019.17
1445,2850,113,1,4830.7
1446,1861,88,1,1762.71
1447,2063,79,3,3158.13
1448,1711,99,1,1520.36
1449,259,68,2,2313.46
1450,723,44,4,3660.44
1451,1283,101,4,1365.6
1452,614,17,4,20012.52
1453,1695,95,3,6317.55
1454,1979,38,2,3660.22
1455,813,10,1,2157.92
1456,1787,54,2,1219.2
1457,331,114,4,4980.64
1458,2213,91,1,589.41
1459,1217,106,4,3539.56
1460,1545,6,4,1145.92
1461,1398,120,4,2604.92
1462,387,6,2,572.96
1463,1519,52,2,7531.86
1464,1818,15,4,4552.4
1465,1818,68,4,4626.92
1466,1815,57,1,998.25
1467,2376,112,4,3296.28
1468,1516,118,4,7417.92
1469,1241,56,4,4434.68
1470,320,104,4,3989.36
1471,399,7,2,1890.78
1472,1915,51,4,10435.0
1473,105,58,3,1429.95
1474,696,113,4,19322.8
1475,330,117,2,2659.2
1476,660,64,3,1227.54
1477,2647,109,3,699.15
1478,821,111,4,2944.6
1479,1973,26,4,3514.2
1480,2689,58,2,953.3
1481,1794,31,3,2661.51
1482,2362,66,3,10729.41
1483,462,92,2,2201.6
1484,1608,106,4,3539.56
1485,2534,13,1,4809.23
1486,1676,18,1,2129.73
1487,2458,94,3,1588.59
1488,2075,119,3,4065.27
1489,271,75,4,8488.28
1490,2734,13,1,4809.23
1491,2549,115,3,1336.44
1492,385,24,4,15208.16
1493,60,57,1,998.25
1494,1131,29,2,1466.28
1495,220,56,3,3326.01
1496,1465,54,2,1219.2
1497,2819,5,1,4078.47
1498,1907,35,4,1803.12
1499,2612,19,4,3809.04
1500,1596,55,1,1416.61
1501,2594,77,2,2346.04
1502,96,69,4,1845.12
1503,989,44,3,2745.33
1504,1113,78,2,2510.26
1505,2876,38,2,3660.22
1506,1946,62,3,3535.23
1507,2279,22,1,419.2
1508,968,73,4,1929.0
1509,2323,113,2,9661.4
1510,246,40,4,2459.16
1511,2159,26,4,3514.2
1512,234,109,2,466.1
1513,2465,5,1,4078.47
1514,2726,93,2,1002.26
1515,1152,54,1,609.6
1516,1261,86,3,1435.08
1517,803,49,1,879.5
1518,2667,3,1,447.63
1519,2755,92,2,2201.6
1520,2899,38,4,7320.44
1521,1418,14,4,15484.64
1522,2523,47,1,1349.56
1523,655,14,1,3871.16
1524,2443,107,2,4663.24
1525,111,75,1,2122.07
1526,90,73,2,964.5
1527,763,38,3,5490.33
1528,1304,64,1,409.18
1529,1357,111,3,2208.45
1530,2180,44,1,915.11
1531,1037,70,1,690.97
1532,2505,65,3,10639.23
1533,1465,25,3,1256.82
1534,98,16,2,11764.8
1535,1144,116,2,3531.82
1536,293,15,3,3414.3
1537,1840,98,1,2159.07
1538,1735,81,2,2285.88
1539,1025,3,1,447.63
1540,2620,67,4,3505.12
1541,2298,37,2,1736.42
1542,652,81,2,2285.88
1543,2197,55,2,2833.22
1544,2092,113,4,19322.8
1545,1907,116,3,5297.73
1546,1722,38,1,1830.11
1547,1068,63,4,6470.4
1548,2210,1,3,6910.71
1549,1817,71,2,4837.84
1550,253,90,3,18655.26
1551,132,111,3,2208.45
1552,1908,103,3,3545.34
1553,1911,19,1,952.26
1554,2522,52,3,11297.79
1555,1680,118,3,5563.44
1556,1133,30,3,1655.64
1557,2754,107,3,6994.86
1558,1059,55,4,5666.44
1559,1926,14,4,15484.64
1560,2323,13,3,14427.69
1561,187,84,3,1837.29
1562,949,90,3,18655.26
1563,2291,27,2,1164.64
1564,264,89,3,4912.83
1565,1998,9,3,5364.09
1566,522,41,4,5601.12
1567,1565,48,4,4076.68
1568,783,12,4,1206.28
1569,535,10,1,2157.92
1570,210,6,2,572.96
1571,2094,114,3,3735.48
1572,1564,34,4,1670.4
1573,26,52,1,3765.93
1574,175,41,3,4200.84
1575,1540,83,3,3168.21
1576,1335,6,4,1145.92
1577,322,2,3,1326.75
1578,1603,15,3,3414.3
1579,1159,17,3,15009.39
1580,55,16,4,23529.6
1581,1567,28,1,614.42
1582,1610,85,3,2718.12
1583,1873,72,1,242.66
1584,2716,10,3,6473.76
1585,2195,10,4,8631.68
1586,1509,114,1,1245.16
1587,2647,10,4,8631.68
1588,2068,73,2,964.5
1589,333,28,3,1843.26
1590,1579,24,2,7604.08
1591,907,19,2,1904.52
1592,2992,97,2,3917.74
1593,911,68,3,3470.19
1594,401,56,4,4434.68
1595,950,67,2,1752.56
1596,1330,42,1,985.49
1597,2076,12,3,904.71
1598,2515,18,4,8518.92
1599,1911,23,4,9528.56
1600,101,84,2,1224.86
1601,551,6,3,859.44
1602,2850,53,2,1221.44
1603,2401,98,1,2159.07
1604,1706,42,4,3941.96
1605,2344,66,4,14305.88
1606,353,30,3,1655.64
1607,2956,9,4,7152.12
1608,1019,91,3,1768.23
1609,1180,42,2,1970.98
1610,1098,34,1,417.6
1611,2503,40,3,1844.37
1612,2760,88,2,3525.42
1613,980,113,1,4830.7
1614,1356,17,4,20012.52
1615,739,29,1,733.14
1616,977,100,1,4087.48
1617,1372,50,1,1065.99
1618,2281,76,4,4342.28
1619,1802,95,3,6317.55
1620,2150,49,3,2638.5
1621,953,73,1,482.25
1622,481,61,2,12223.98
1623,1238,83,2,2112.14
1624,108,46,1,5615.73
1625,973,46,1,5615.73
1626,1627,17,2,10006.26
1627,704,66,1,3576.47
1628,2383,104,1,997.34
1629,2134,5,3,12235.41
1630,2782,103,3,3545.34
1631,875,54,1,609.6
1632,1448,112,1,824.07
1633,2412,16,4,23529.6
1634,2108,81,3,3428.82
1635,1274,118,1,1854.48
1636,560,91,4,2357.64
1637,117,7,4,3781.56
1638,874,116,4,7063.64
1639,2963,8,4,2915.88
1640,968,72,3,727.98
1641,1569,87,4,3626.04
1642,44,96,3,685.65
1643,509,107,4,9326.48
1644,2012,111,4,2944.6
1645,1189,82,2,3676.68
1646,1316,38,3,5490.33
1647,849,54,2,1219.2
1648,1880,76,2,2171.14
1649,917,15,4,4552.4
1650,2946,92,3,3302.4
1651,799,119,1,1355.09
1652,876,102,4,4467.76
1653,1761,50,3,3197.97
1654,2334,56,2,2217.34
1655,2732,95,3,6317.55
1656,819,116,4,7063.64
1657,2169,9,3,5364.09
1658,945,8,2,1457.94
1659,907,110,3,1203.48
1660,13,19,3,2856.78
1661,603,51,2,5217.5
1662,200,72,4,970.64
1663,2634,98,1,2159.07
1664,1792,57,2,1996.5
1665,448,68,2,2313.46
1666,1812,31,4,3548.68
1667,841,102,4,4467.76
1668,590,3,3,1342.89
1669,1154,99,2,3040.72
1670,2937,83,3,3168.21
1671,2091,43,3,2550.27
1672,520,29,4,2932.56
1673,1037,10,4,8631.68
1674,725,12,3,904.71
1675,2671,46,2,11231.46
1676,988,30,2,1103.76
1677,803,94,3,1588.59
1678,2583,82,1,1838.34
1679,2350,88,1,1762.71
1680,527,32,4,1261.24
1681,1666,73,2,964.5
1682,1139,47,3,4048.68
1683,460,88,3,5288.13
1684,2880,63,2,3235.2
1685,2553,26,4,3514.2
1686,932,3,4,1790.52
1687,1987,23,1,2382.14
1688,325,75,2,4244.14
1689,579,74,2,2817.98
1690,2809,50,3,3197.97
1691,2899,36,2,1926.88
1692,1538,13,1,4809.23
1693,2550,29,2,1466.28
1694,2001,38,3,5490.33
1695,2382,117,1,1329.6
1696,2332,77,3,3519.06
1697,475,90,2,12436.84
1698,1078,84,4,2449.72
1699,1482,5,2,8156.94
1700,1603,20,2,1482.72
1701,1444,78,3,3765.39
1702,632,109,4,932.2
1703,703,14,2,7742.32
1704,2457,8,1,728.97
1705,982,48,1,1019.17
1706,1328,13,3,14427.69
1707,1959,24,3,11406.12
1708,559,79,4,4210.84
1709,222,115,3,1336.44
1710,1557,65,4,14185.64
1711,2206,86,2,956.72
1712,348,34,1,417.6
1713,1183,114,1,1245.16
1714,889,51,1,2608.75
1715,922,104,3,2992.02
1716,1259,3,3,1342.89
1717,2710,119,2,2710.18
1718,405,90,3,18655.26
1719,1281,78,4,5020.52
1720,677,58,1,476.65
1721,589,105,2,1772.02
1722,1621,72,4,970.64
1723,2606,113,4,19322.8
1724,2953,55,3,4249.83
1725,2527,119,3,4065.27
1726,2535,120,1,651.23
1727,1595,80,2,1857.62
1728,566,42,4,3941.96
1729,2572,21,3,7101.3
1730,704,10,3,6473.76
1731,2869,57,2,1996.5
1732,858,25,2,837.88
1733,1285,56,3,3326.01
1734,585,38,3,5490.33
1735,2734,86,1,478.36
1736,232,113,2,9661.4
1737,2318,61,4,24447.96
1738,2988,112,3,2472.21
1739,2922,47,3,4048.68
1740,1246,54,3,1828.8
1741,52,46,3,16847.19
1742,2164,68,1,1156.73
1743,538,4,2,12477.08
1744,541,94,3,1588.59
1745,1043,66,2,7152.94
1746,815,93,4,2004.52
1747,1416,43,4,3400.36
1748,2839,62,4,4713.64
1749,1653,100,4,16349.92
1750,2666,85,2,1812.08
1751,419,85,4,3624.16
1752,2357,112,4,3296.28
1753,864,85,3,2718.12
1754,186,4,3,18715.62
1755,261,65,3,10639.23
1756,1552,62,1,1178.41
1757,1297,90,3,18655.26
1758,2208,120,4,2604.92
1759,2918,115,2,890.96
1760,762,2,4,1769.0
1761,224,9,2,3576.06
1762,1280,119,4,5420.36
1763,180,57,1,998.25
1764,2068,45,3,3068.55
1765,1648,18,4,8518.92
1766,632,112,3,2472.21
1767,1537,48,1,1019.17
1768,2106,42,1,985.49
1769,2771,41,3,4200.84
1770,1964,75,3,6366.21
1771,615,89,2,3275.22
1772,562,90,3,18655.26
1773,2422,58,3,1429.95
1774,622,100,2,8174.96
1775,2136,42,4,3941.96
1776,1014,35,2,901.56
1777,2062,38,4,7320.44
1778,2181,67,4,3505.12
1779,1961,41,4,5601.12
1780,1058,99,2,3040.72
1781,2940,50,2,2131.98
1782,592,104,1,997.34
1783,583,86,4,1913.44
1784,1614,72,2,485.32
1785,1102,79,1,1052.71
1786,289,45,4,4091.4
1787,1569,71,2,4837.84
1788,2927,19,2,1904.52
1789,1444,104,2,1994.68
1790,7,106,3,2654.67
1791,1184,17,1,5003.13
1792,240,65,2,7092.82
1793,1987,109,3,699.15
1794,1447,93,1,501.13
1795,2584,77,1,1173.02
1796,1750,56,3,3326.01
1797,2118,112,1,824.07
1798,1904,93,3,1503.39
1799,2264,41,4,5601.12
1800,1078,42,2,1970.98
1801,2854,6,3,859.44
1802,2378,69,1,461.28
1803,848,98,1,2159.07
1804,1312,75,4,8488.28
1805,2093,73,4,1929.0
1806,2877,102,4,4467.76
1807,2246,40,4,2459.16
1808,1240,41,4,5601.12
1809,1505,9,2,3576.06
1810,1333,8,3,2186.91
1811,2944,44,4,3660.44
1812,2380,58,4,1906.6
1813,696,104,2,1994.68
1814,27,67,3,2628.84
1815,2366,13,4,19236.92
1816,2413,19,3,2856.78
1817,960,98,3,6477.21
1818,1527,96,2,457.1
1819,1869,49,2,1759.0
1820,373,80,4,3715.24
1821,1950,100,1,4087.48
1822,245,82,2,3676.68
1823,1841,78,3,3765.39
1824,1677,30,3,1655.64
1825,2526,66,4,14305.88
1826,125,77,4,4692.08
1827,537,91,4,2357.64
1828,2754,59,3,5795.4
1829,1920,53,2,1221.44
1830,1636,52,1,3765.93
1831,1426,81,2,2285.88
1832,1541,31,1,887.17
1833,531,15,2,2276.2
1834,2834,20,4,2965.44
1835,254,5,3,12235.41
1836,2169,7,1,945.39
1837,661,18,2,4259.46
1838,1802,56,3,3326.01
1839,1061,75,1,2122.07
1840,1366,96,1,228.55
1841,1037,114,3,3735.48
1842,1207,91,4,2357.64
1843,2136,90,3,18655.26
1844,2094,101,4,1365.6
1845,1143,45,2,2045.7
1846,2981,28,2,1228.84
1847,1555,50,3,3197.97
1848,1756,2,4,1769.0
1849,1966,84,2,1224.86
1850,745,68,4,4626.92
1851,1630,77,4,4692.08
1852,967,24,4,15208.16
1853,763,112,3,2472.21
1854,2810,102,4,4467.76
1855,794,104,3,2992.02
1856,744,48,2,2038.34
1857,1070,45,2,2045.7
1858,1532,119,1,1355.09
1859,558,93,1,501.13
1860,1995,58,2,953.3
1861,526,36,4,3853.76
1862,2645,2,4,1769.0
1863,840,105,2,1772.02
1864,3,18,2,4259.46
1865,1052,49,1,879.5
1866,1405,8,4,2915.88
1867,157,58,2,953.3
1868,2903,15,1,1138.1
1869,1938,105,1,886.01
1870,1955,17,4,20012.52
1871,511,23,1,2382.14
1872,687,66,1,3576.47
1873,1138,70,3,2072.91
1874,1413,93,2,1002.26
1875,1511,27,4,2329.28
1876,571,37,2,1736.42
1877,715,49,3,2638.5
1878,1339,64,4,1636.72
1879,2287,34,2,835.2
1880,2351,18,1,2129.73
1881,2655,64,4,1636.72
1882,991,106,3,2654.67
1883,334,74,1,1408.99
1884,2161,102,3,3350.82
1885,1645,44,1,915.11
1886,362,17,2,10006.26
1887,1881,59,2,3863.6
1888,2849,13,2,9618.46
1889,2145,52,3,11297.79
1890,1982,60,4,9694.12
1891,2064,112,2,1648.14
1892,2604,42,3,2956.47
1893,1978,91,1,589.41
1894,376,64,2,818.36
1895,742,117,1,1329.6
1896,390,66,2,7152.94
1897,2668,34,1,417.6
1898,1241,95,3,6317.55
1899,824,87,2,1813.02
1900,2368,71,3,7256.76
1901,2244,102,3,3350.82
1902,418,64,1,409.18
1903,607,33,2,9518.02
1904,568,12,4,1206.28
1905,544,109,4,932.2
1906,2279,76,3,3256.71
1907,884,19,1,952.26
1908,2569,9,1,1788.03
1909,703,74,1,1408.99
1910,1224,17,2,10006.26
1911,2894,50,2,2131.98
1912,2721,104,1,997.34
1913,1623,39,4,15490.2
1914,2069,41,4,5601.12
1915,2636,10,2,4315.84
1916,2946,12,1,301.57
1917,1787,79,4,4210.84
1918,1620,95,4,8423.4
1919,1458,15,2,2276.2
1920,2419,28,2,1228.84
1921,1584,4,4,24954.16
1922,1915,36,1,963.44
1923,78,119,4,5420.36
1924,1309,65,4,14185.64
1925,648,108,1,2241.12
1926,2188,98,2,4318.14
1927,553,47,1,1349.56
1928,998,81,1,1142.94
1929,282,39,1,3872.55
1930,1282,38,1,1830.11
1931,1847,44,2,1830.22
1932,1384,51,4,10435.0
1933,2488,97,3,5876.61
1934,2318,85,2,1812.08
1935,1158,26,1,878.55
1936,2794,110,4,1604.64
1937,104,36,4,3853.76
1938,766,69,1,461.28
1939,2143,97,2,3917.74
1940,2777,1,1,2303.57
1941,1597,53,4,2442.88
1942,480,6,4,1145.92
1943,2828,37,2,1736.42
1944,2061,2,3,1326.75
1945,1964,117,1,1329.6
1946,2649,69,3,1383.84
1947,2143,90,4,24873.68
1948,2341,41,3,4200.84
1949,2073,51,1,2608.75
1950,1296,117,1,1329.6
1951,1529,47,4,5398.24
1952,1190,13,2,9618.46
1953,939,76,2,2171.14
1954,762,69,4,1845.12
1955,654,66,1,3576.47
1956,1670,59,2,3863.6
1957,2686,68,3,3470.19
1958,2539,59,4,7727.2
1959,1932,91,3,1768.23
1960,1127,114,1,1245.16
1961,1926,117,2,2659.2
1962,575,10,1,2157.92
1963,2342,13,3,14427.69
1964,2944,108,1,2241.12
1965,1330,2,1,442.25
1966,1278,90,4,24873.68
1967,1204,15,4,4552.4
1968,40,46,1,5615.73
1969,2824,57,4,3993.0
1970,520,10,1,2157.92
1971,1640,22,3,1257.6
1972,2594,104,4,3989.36
1973,2284,89,1,1637.61
1974,463,79,4,4210.84
1975,1252,77,1,1173.02
1976,1849,8,4,2915.88
1977,483,21,2,4734.2
1978,2478,85,1,906.04
1979,343,22,2,838.4
1980,1197,110,1,401.16
1981,1463,97,2,3917.74
1982,1203,45,1,1022.85
1983,1622,91,4,2357.64
1984,2181,40,2,1229.58
1985,2399,114,4,4980.64
1986,2554,22,1,419.2
1987,2132,30,4,2207.52
1988,993,62,1,1178.41
1989,2878,73,4,1929.0
1990,2909,45,2,2045.7
1991,2391,35,1,450.78
1992,2914,82,4,7353.36
1993,1190,42,1,985.49
