transaction_id,amount,hour_of_day,distance_from_home_km,distance_from_last_txn_km,ratio_to_median_purchase,is_online_order,used_chip,is_fraud
1761,40.05,10,0.7,2.9,1.8497565356890988,0,1,0
1762,62.34,18,0.5,0.6,1.141210520536473,0,0,0
1763,31.14,15,2.7,1.2,1.1572394170103044,0,1,0
1764,68.03,11,0.8,12.1,0.8322442071255045,1,1,0
1765,113.94,17,1.9,2.9,0.7997730116054474,0,0,0
1766,113.06,12,1.6,0.9,1.0992823529963307,0,0,0
1767,20.6,13,5.3,2.0,1.8570394149214802,1,1,0
1768,77.42,14,2.4,4.6,1.1083743245253599,1,1,0
1769,22.08,10,10.9,1.9,0.7476017727216349,1,1,0
1770,5.88,13,1.6,5.2,0.42901426525844033,0,1,0
1771,72.51,5,4.7,25.5,5.635991525862427,1,0,1
1772,56.45,6,0.7,6.5,0.7778753067120674,1,1,0
1773,101.38,12,13.4,0.2,1.265606991618526,0,1,0
1774,104.93,15,1.9,0.1,1.4677479988970346,0,1,0
1775,75.91,13,7.1,1.0,1.204036856328463,1,0,0
1776,263.01,10,16.6,2.5,0.7274033117854817,0,1,0
1777,202.68,19,9.2,2.5,1.1489027116321489,0,1,0
1778,66.43,17,15.5,0.7,1.4303343898960321,0,1,0
1779,99.97,10,4.8,0.2,1.201181865648852,0,1,0
1780,7.62,16,1.0,1.6,1.0778473549037615,0,1,0
1781,43.09,8,2.2,1.3,1.024570783346743,0,1,0
1782,88.02,7,6.3,5.1,0.2087299323169597,1,1,0
1783,52.52,9,1.7,1.3,1.0383083957826238,1,1,0
1784,709.32,0,16.6,31.8,4.636162184794966,1,0,1
1785,89.54,11,0.4,1.5,1.833286888689051,0,0,0
1786,50.86,13,3.2,0.1,1.399362534241106,1,1,0
1787,64.32,13,0.4,3.3,1.0806094054232782,1,1,0
1788,103.04,12,0.8,7.8,1.116627588605382,1,1,0
1789,154.35,16,2.3,1.8,0.7072368150590285,0,1,0
1790,165.66,15,2.9,1.6,0.41650728727896913,1,0,0
1791,94.23,19,0.1,1.4,1.6799155040493274,0,1,0
1792,173.78,10,2.1,4.6,1.4301098728768888,0,1,0
1793,105.91,15,1.1,1.1,0.3410467112352471,1,0,0
1794,71.3,0,1.9,0.3,0.8350747430284868,0,1,0
1795,77.98,11,5.5,8.0,1.2410584264009668,0,1,0
1796,71.76,17,8.8,2.0,0.7091543667829636,0,1,0
1797,75.28,12,4.0,4.2,1.1562819383834166,0,1,0
1798,81.86,15,2.2,1.1,0.9380102713318664,0,1,0
1799,57.53,8,5.7,6.6,1.0803582684683377,0,1,0
1800,101.84,16,3.0,1.5,0.8299872948415518,1,1,0
1801,51.36,15,1.8,2.0,0.6356999103415626,0,1,0
1802,109.37,19,0.3,2.4,0.48519121025242085,0,1,0
1803,16.67,17,18.8,1.4,0.5947891397344248,1,1,0
1804,54.41,12,3.3,0.1,0.9138445544189118,1,1,0
1805,45.27,11,4.2,3.1,0.7662528285674604,1,1,0
1806,106.77,12,5.0,4.8,0.7445053131325023,0,1,0
1807,113.16,18,7.4,0.5,0.19789399882651182,0,0,0
1808,14.26,9,8.1,1.1,1.360889076740064,1,1,0
1809,85.77,15,1.7,0.7,0.9207921310192502,0,1,0
1810,36.8,14,8.1,1.3,0.6933965754028995,1,1,0
1811,126.65,14,9.8,2.5,1.0198527188518722,1,0,0
1812,45.94,14,1.1,3.8,1.1479194711627976,0,1,0
1813,131.57,12,0.9,1.0,1.127053265790511,0,1,0
1814,48.67,11,9.5,0.3,1.367008761252192,0,1,0
1815,38.28,16,0.3,1.6,2.410275902943221,0,0,0
1816,75.35,14,0.6,5.7,1.5690531053035914,0,1,0
1817,76.56,12,3.8,0.9,0.963260689580503,1,1,0
1818,52.29,14,1.1,7.0,1.1664381252295126,0,1,0
1819,53.68,10,10.4,5.2,0.976299863451033,0,1,0
1820,25.49,4,7.6,0.7,1.11684684415577,1,0,0
1821,42.57,14,0.1,2.2,1.0587193782730613,0,1,0
1822,47.18,17,1.1,4.5,0.9255830210862582,0,0,0
1823,47.09,18,7.6,1.7,1.1811576860110828,0,0,0
1824,21.22,22,10.1,2.5,1.1270733744122527,1,0,0
1825,36.97,18,0.4,6.0,0.8399890826026992,0,1,0
1826,73.35,11,0.6,1.9,0.7298022332003203,0,0,0
1827,40.88,8,3.7,1.4,0.489476286562605,0,1,0
1828,16.61,16,5.5,1.3,1.3310517913822069,1,0,0
1829,153.15,11,5.3,1.0,1.176572307230575,0,0,0
1830,99.89,14,3.4,0.1,0.9309617787009588,0,1,0
1831,135.1,13,2.0,0.3,0.4273252605265091,1,1,0
1832,56.41,10,0.5,2.0,0.7459898862475434,0,1,0
1833,5.54,15,1.5,3.5,1.148799782805257,0,1,0
1834,153.34,10,3.7,2.7,1.1694038265693403,1,1,0
1835,31.79,17,7.9,3.7,0.9546690839159009,0,1,0
1836,84.78,15,3.8,4.6,1.0155472390974596,1,1,0
1837,327.53,5,0.7,2.0,1.6026178489888792,0,1,0
1838,76.87,19,10.4,0.1,0.9254002472476528,0,0,0
1839,33.62,7,10.8,4.6,0.30298695591236946,1,1,0
1840,58.07,14,5.6,6.4,0.7228527531837502,0,0,0
1841,40.94,16,0.4,0.0,0.9865142251009611,0,1,0
1842,22.51,21,0.8,4.0,1.231825876620256,1,1,0
1843,38.4,16,10.6,1.5,0.5085583594412841,1,1,0
1844,34.37,12,1.5,1.0,1.3511639084000762,0,1,0
1845,72.11,9,5.5,1.7,0.8728365928307007,1,1,0
1846,31.28,19,13.3,3.5,0.7903349478301337,0,1,0
1847,50.44,14,0.1,0.1,0.8605824170076869,1,1,0
1848,81.51,15,5.4,1.6,1.1665491619643615,0,1,0
1849,55.24,18,0.3,2.6,1.3596656850241642,0,1,0
1850,69.5,18,5.0,2.3,0.7202572053700362,1,0,0
1851,35.56,7,5.1,1.1,1.0296350215960617,0,1,0
1852,5.63,19,10.2,0.8,0.7812146612665235,1,1,0
1853,11.85,12,2.8,0.8,1.2497948237221124,0,1,0
1854,41.68,8,3.1,4.3,0.8780395670347256,0,1,0
1855,723.66,17,6.2,34.1,4.917479737162222,1,0,1
1856,19.8,13,0.8,0.1,1.0119520721593038,0,1,0
1857,29.27,19,0.6,0.5,0.7303512018265175,1,1,0
1858,69.85,16,3.0,5.0,0.6486638273577867,0,1,0
1859,43.9,14,4.7,2.7,1.1043133284486712,0,1,0
1860,60.13,10,2.5,5.0,0.9050244881584336,0,1,0
1861,118.01,14,0.6,0.9,1.2090839455315128,0,1,0
1862,267.1,10,6.5,9.7,0.4958898882083115,0,1,0
1863,109.97,18,2.9,2.9,0.9342481320623677,1,1,0
1864,48.5,16,4.9,0.1,1.1821869067455726,0,1,0
1865,53.45,17,13.5,1.0,1.0913242279147009,1,1,0
1866,38.75,15,0.6,2.0,1.3124347438250128,0,1,0
1867,72.83,18,4.7,5.4,0.9506742572139647,0,1,0
1868,28.68,13,7.6,1.2,1.3137850298869438,0,1,0
1869,24.9,16,5.4,6.6,1.1123376670476641,0,1,0
1870,73.63,11,4.0,2.2,0.9557861030795702,0,0,0
1871,95.49,8,8.5,3.4,1.505804301405682,1,0,0
1872,114.39,11,5.0,1.2,0.3674249777345938,1,0,0
1873,42.03,19,1.4,1.7,1.4074330457242552,0,0,0
1874,3.68,19,1.4,1.8,1.1640163280699893,1,1,0
1875,70.45,14,0.7,2.6,1.214736057308338,1,1,0
1876,114.96,17,0.8,0.8,0.5750978267923499,0,1,0
1877,47.78,16,3.1,5.4,1.7766337026775814,1,1,0
1878,137.27,16,1.7,4.2,1.3453498462647981,0,1,0
1879,94.34,13,4.6,3.8,1.1829519225923744,1,1,0
1880,105.76,13,0.1,0.7,1.5039474851838002,0,1,0
1881,435.96,11,2.7,32.1,1.5,1,0,1
1882,151.82,15,0.2,4.4,1.5519201596767613,1,1,0
1883,28.68,23,0.1,5.3,2.035239574858063,1,0,0
1884,11.19,12,2.6,8.2,1.1743253446737674,0,1,0
1885,38.9,21,81.4,8.6,6.593255058034268,1,0,1
1886,50.82,11,10.5,0.0,0.8794469894054282,0,1,0
1887,74.7,16,12.6,1.3,1.0447076104641735,0,0,0
1888,65.75,20,2.1,14.2,1.0688031347732985,0,1,0
1889,111.97,8,11.8,4.9,1.4769185596703425,1,1,0
1890,130.35,3,23.1,3.2,0.40918036879382635,0,1,0
1891,127.85,10,8.0,2.8,1.114994312560659,0,0,0
1892,33.36,15,4.4,5.7,1.2431709100376196,0,1,0
1893,18.16,21,1.9,4.7,1.7798838205872092,1,1,0
1894,66.61,14,3.1,3.3,1.0269368031325632,0,1,0
1895,70.01,18,0.4,0.2,1.4352472693428329,0,1,0
1896,22.04,16,3.8,3.0,0.9264165950998793,0,1,0
1897,44.35,16,41.4,20.1,0.46029434000160574,0,1,0
1898,152.14,10,22.7,2.8,1.5066998699978136,0,1,0
1899,31.42,12,3.0,3.0,0.9663331619778996,1,1,0
1900,20.59,13,8.4,2.7,0.36312398655411415,0,1,0
1901,298.11,6,3.0,0.4,1.531540838111698,0,1,0
1902,15.64,15,1.4,1.6,1.45794435452478,0,1,0
1903,32.14,12,11.0,4.4,0.7632135872978354,0,0,0
1904,37.06,10,7.4,3.5,1.0673749459131987,1,1,0
1905,45.18,14,0.7,0.1,1.1276289309481833,0,1,0
1906,45.69,1,4.2,2.0,0.8571555679183213,0,0,0
1907,73.12,16,1.9,5.8,0.5551949417708382,0,1,0
1908,122.3,12,6.9,0.6,0.1,1,0,0
1909,104.1,7,2.8,2.6,2.4265675954322026,1,1,0
1910,93.32,17,1.4,0.6,1.3058292398745066,0,1,0
1911,110.06,11,0.6,7.5,1.6425885621850125,1,1,0
1912,40.23,14,0.4,0.7,0.7715146844946048,1,1,0
1913,107.69,14,2.5,2.4,1.1509380971400627,0,1,0
1914,152.37,12,0.5,1.6,0.6643499024443325,0,1,0
1915,177.49,7,11.8,4.5,1.3478523474311161,1,1,0
1916,120.86,12,3.2,0.1,0.5953432140663448,0,1,0
1917,50.61,15,12.3,3.3,0.7738030541232228,0,1,0
1918,348.06,21,35.0,10.0,7.914868182868137,0,0,1
1919,98.75,15,2.6,0.9,0.9832156991354021,0,1,0
1920,22.15,15,5.8,4.9,1.1714235039745204,0,1,0
1921,183.79,9,5.1,2.9,0.6109498681345471,0,1,0
1922,26.04,16,4.4,2.9,1.8560974445398593,0,0,0
1923,65.22,10,0.8,1.3,1.3236698894788617,1,1,0
1924,212.13,11,0.9,0.1,1.0092323966346806,1,1,0
1925,33.95,11,0.2,3.5,0.7175587305699471,0,0,0
1926,84.7,10,14.1,0.5,0.557612076616937,0,1,0
1927,153.25,11,0.5,0.2,1.0116262700776621,1,1,0
1928,190.95,13,8.1,6.0,0.7859617217742746,0,1,0
1929,44.3,15,1.0,0.8,1.1153558505055408,0,1,0
1930,296.19,16,33.4,28.9,4.30915015715797,1,0,1
1931,211.86,16,8.6,6.1,1.920280224534264,0,1,0
1932,65.69,17,2.3,2.3,0.9707375129467292,0,0,0
1933,71.75,16,1.5,1.1,1.0888830571678703,0,1,0
1934,15.73,9,2.2,3.1,1.2635946954981225,1,1,0
1935,90.04,13,9.5,1.5,1.7434398492805958,0,1,0
1936,114.06,10,5.5,11.0,1.253754139970588,0,1,0
1937,119.67,11,10.9,0.8,0.7150102872447544,1,1,0
1938,69.15,18,0.3,1.9,0.4973635034597934,1,1,0
1939,15.83,11,0.3,1.2,1.560868285569795,0,1,0
1940,52.94,8,4.7,6.1,0.9511780513163525,1,1,0
1941,148.1,13,2.6,7.2,0.9732440911125922,0,0,0
1942,78.28,13,5.4,9.4,0.4909726448905386,0,1,0
1943,35.92,14,2.2,2.9,0.6012433901872636,0,0,0
1944,55.68,20,1.8,7.6,0.9502735958162702,1,0,0
1945,19.51,17,1.9,0.1,0.6611791767804462,0,1,0
1946,205.42,15,0.2,0.3,0.6671569895997826,1,1,0
1947,87.86,19,0.5,0.9,1.5658193152898017,1,0,0
1948,29.88,15,2.0,0.6,1.0146546506658358,0,0,0
1949,65.93,7,3.4,2.1,4.228247944268054,1,0,1
1950,144.22,12,1.6,0.8,1.044293158336144,1,0,0
1951,74.89,17,10.3,10.5,1.0912049663417658,0,1,0
1952,31.08,16,1.1,2.1,1.326137729346267,0,1,0
1953,53.5,23,1.0,3.2,1.3042411774312859,0,1,0
1954,7.68,15,0.0,1.6,0.8801971337625627,1,1,0
1955,146.55,19,4.0,2.8,1.4835221443276656,0,1,0
1956,118.99,12,11.5,2.8,0.6153393925427058,1,1,0
1957,124.02,22,14.7,0.1,0.9176998842837758,0,1,0
1958,84.04,8,24.9,8.3,0.310874620887875,0,1,0
1959,30.71,15,2.3,0.2,0.9658589784826843,0,1,0
1960,88.68,18,12.6,0.1,0.5539102482160136,0,1,0
1961,193.17,1,1.7,1.1,1.0859282993988213,0,1,0
1962,29.57,16,0.6,5.7,0.9865708255016552,0,1,0
1963,191.51,14,4.1,7.9,0.7910395069098106,1,1,0
1964,492.8,19,11.1,22.1,4.212832718799427,0,0,1
1965,1.66,11,0.2,3.9,0.8948695233935356,0,0,0
1966,118.0,9,3.4,5.3,1.2397128183123503,0,1,0
1967,318.85,22,0.7,5.1,0.6915958241931847,0,1,0
1968,152.26,16,15.6,4.6,1.4687243098191356,1,1,0
1969,132.84,20,4.0,0.6,1.8884063741642798,1,0,0
1970,52.0,8,2.7,0.2,1.1122334121977402,0,1,0
1971,63.58,11,5.4,3.5,1.1440866191376142,0,1,0
1972,95.6,10,9.2,3.0,0.8063549258078658,0,1,0
1973,43.98,16,34.0,0.8,0.7507637370094957,1,0,0
1974,79.83,13,7.7,3.2,0.18581787045548415,0,1,0
1975,46.56,17,6.2,4.0,0.5962037925174153,0,1,0
1976,111.71,21,1.9,1.7,1.073961887354997,1,1,0
1977,66.92,20,5.4,0.3,0.5678919823780644,1,1,0
1978,24.62,14,0.4,1.8,0.7104395282303646,0,1,0
1979,5.36,15,2.2,2.1,0.5150751554056201,1,0,0
1980,22.28,13,1.1,6.9,1.5752426291940007,0,1,0
1981,15.25,17,5.4,9.6,1.4529908810799235,1,1,0
1982,36.08,15,13.3,1.2,0.8547833570109847,0,1,0
1983,56.07,19,0.2,0.5,1.5020638056023916,0,1,0
1984,122.34,9,6.9,7.6,0.41366564282390683,0,1,0
1985,61.19,11,1.0,4.0,0.9775154151103794,0,1,0
1986,27.55,12,1.3,6.6,1.1848853187991557,1,1,0
1987,64.08,13,12.5,5.4,0.8535781786797214,0,1,0
1988,176.58,12,46.1,60.1,4.682068707569049,0,0,1
1989,20.12,14,0.9,3.8,0.6854329586943384,1,1,0
1990,155.11,17,3.1,1.7,1.4704882076410841,1,0,0
1991,102.67,20,6.6,0.9,0.19624566003199373,1,0,0
1992,195.69,14,10.7,2.5,0.8668032797324525,1,1,0
1993,113.22,16,10.7,0.8,0.9547325889155175,0,1,0
1994,28.16,14,0.5,1.6,1.076659871543226,1,1,0
1995,185.25,0,2.7,8.5,5.873272054874739,1,0,1
1996,47.2,17,3.1,1.9,0.6279884181031311,0,0,0
1997,54.85,19,2.7,16.9,1.1190004192762482,1,1,0
1998,108.21,6,1.9,6.4,1.3214278768459333,0,1,0
1999,440.3,16,9.9,33.4,3.86924541273834,0,0,1
2000,33.15,12,0.4,2.6,0.9963677680370573,0,1,0
2001,91.0,9,4.5,0.2,1.4189154195347704,0,0,0
2002,130.21,8,5.8,1.4,1.489302418289903,0,1,0
2003,100.53,14,12.8,0.7,0.954279965223499,0,0,0
2004,4.53,20,12.2,0.3,0.5115604347145752,1,1,0
2005,96.04,7,3.3,2.2,0.7029065863627664,0,0,0
2006,122.16,9,1.9,3.4,1.1279291060315795,0,0,0
2007,63.19,14,6.8,7.9,0.8590206686486979,0,1,0
2008,39.59,15,1.1,4.0,0.5541611255045105,0,0,0
2009,223.91,15,8.2,3.0,2.3345565471829657,0,1,0
2010,110.01,23,0.5,0.6,0.3457332134316824,1,1,0
2011,124.4,20,11.7,0.1,1.015851701490873,1,1,0
2012,149.14,10,14.7,0.3,0.9288895730604355,1,1,0
2013,151.92,12,1.3,4.7,0.542469211870375,0,1,0
2014,210.18,3,34.3,80.1,6.585909086475072,1,0,1
2015,59.2,17,0.7,2.2,1.137443882230345,1,0,0
2016,42.51,13,5.1,0.5,1.5416115515414979,0,1,0
2017,28.16,12,8.3,4.1,1.428295757995257,0,1,0
2018,91.21,10,1.9,0.9,0.8706209209466177,1,1,0
2019,138.04,14,0.3,3.7,1.408680054576187,0,1,0
2020,94.27,8,1.7,1.5,0.7248773234253638,0,1,0
2021,185.12,9,4.5,2.9,0.9545534088270347,0,1,0
2022,186.17,10,8.0,2.5,0.6029872417551615,0,1,0
2023,110.26,20,1.4,0.1,0.8125656580981433,1,1,0
2024,60.3,18,1.1,1.5,0.7549543768535936,0,1,0
2025,275.89,21,193.7,52.2,4.088636828814901,0,0,1
2026,365.16,12,18.2,12.6,2.715016148795934,1,1,1
2027,42.35,12,1.0,2.7,0.6576324348346606,0,1,0
2028,141.39,18,0.6,5.5,0.9268080335939796,0,1,0
2029,77.73,13,6.1,0.5,1.3092533795822396,0,1,0
2030,41.87,8,8.4,1.6,1.3631823924938768,0,1,0
2031,99.66,18,0.1,2.7,0.6372588147675944,0,1,0
2032,39.69,8,4.6,0.6,0.751946928427824,0,1,0
2033,144.73,14,1.7,0.8,1.0034733803360452,0,1,0
2034,85.48,15,2.7,2.4,0.40073271868886284,0,0,0
2035,12.57,14,9.5,2.3,1.1219200905571354,0,1,0
2036,164.2,12,3.1,1.4,1.4763264966213525,0,1,0
2037,79.46,9,3.7,1.3,1.0746008646072034,0,1,0
2038,32.62,16,4.9,1.5,1.0877395783922077,1,1,0
2039,32.09,14,1.2,0.7,0.3949222332926322,0,1,0
2040,36.24,17,0.8,6.3,0.7957636720702963,1,0,0
2041,9.98,21,4.6,0.9,1.163604795273196,1,0,0
2042,53.86,14,1.7,19.4,1.0265070675855419,1,0,0
2043,34.65,23,6.7,3.9,1.11668499156952,1,1,0
2044,40.57,15,1.7,3.0,1.3602152715227713,1,1,0
2045,32.57,14,0.0,0.6,1.395038727744933,0,1,0
2046,40.42,7,2.3,1.6,1.11776858229933,0,1,0
2047,92.48,18,7.2,1.8,0.6097908167140837,0,1,0
2048,69.54,8,0.8,0.6,0.809876435417735,0,1,0
2049,41.81,17,9.4,2.0,0.6117035099789483,1,1,0
2050,27.82,11,0.2,4.1,0.9572643090804749,0,1,0
2051,56.45,12,4.0,0.1,1.23455062686574,0,1,0
2052,64.88,17,0.8,0.2,0.5684793393002259,0,0,0
2053,50.83,17,3.1,14.6,0.6508943174651418,0,1,0
2054,75.04,19,3.6,10.5,0.7334898528838676,0,1,0
2055,523.96,10,2.5,15.6,2.794266372186201,1,0,1
2056,609.93,14,1.8,60.1,4.906682110608668,1,0,1
2057,177.22,8,2.1,4.0,4.8966672611420545,1,0,1
2058,81.9,14,1.0,10.8,0.8514296528034938,0,1,0
2059,24.42,22,3.7,1.0,0.9823368049365588,0,1,0
2060,51.91,14,17.2,0.2,1.2132038825239746,0,1,0
2061,33.31,15,4.9,13.8,0.6119056960855609,0,0,0
2062,92.93,13,2.9,1.9,0.831529930415948,0,1,0
2063,68.02,10,4.5,2.2,1.2893303413965058,0,1,0
2064,19.12,16,2.9,1.1,0.5940027195179853,0,1,0
2065,32.38,19,2.9,11.4,1.443424927647604,1,1,0
2066,205.37,14,8.3,3.4,0.9471117809756293,1,1,0
2067,55.43,11,1.4,2.0,1.3533201055807318,1,1,0
2068,136.99,19,0.7,6.7,0.6315931324403545,0,1,0
2069,56.08,11,1.6,1.0,1.0492983601416945,0,1,0
2070,154.3,14,12.3,10.1,0.9043139265217799,0,1,0
2071,23.38,10,1.6,0.6,0.2561183589002439,0,1,0
2072,17.13,16,2.7,4.1,0.24665642339713723,0,1,0
2073,59.81,23,11.7,0.9,1.2424036195069041,0,1,0
2074,84.6,15,2.0,3.1,0.5748988943213396,0,0,0
2075,63.16,14,4.9,0.8,1.2102662277655882,0,1,0
2076,111.63,6,0.4,6.7,0.8264747902548253,0,0,0
2077,183.69,11,0.5,1.2,0.7929071607630636,0,1,0
2078,21.09,18,2.8,0.5,0.9937569483987899,0,1,0
2079,138.6,13,1.7,2.7,0.9556490764041587,0,1,0
2080,88.73,11,1.5,3.4,1.2019568697425465,0,1,0
2081,103.67,17,1.4,3.7,0.7501766919167593,0,1,0
2082,93.03,13,8.4,8.3,0.9221159751357483,1,1,0
2083,59.76,15,0.4,0.9,0.8142422808941158,0,1,0
2084,210.83,19,182.5,30.3,8.33492243031179,1,1,1
2085,13.61,13,4.4,1.9,0.7061957695064582,1,1,0
2086,85.77,6,4.4,0.9,0.8265732996742164,1,1,0
2087,25.38,15,2.2,0.6,1.1590782184303905,0,1,0
2088,9.57,13,1.9,1.1,0.7535102869341763,0,1,0
2089,221.07,9,2.7,6.4,0.8604698843649821,0,1,0
2090,111.22,14,4.8,5.5,0.9397497644696859,0,1,0
2091,27.06,16,4.5,0.1,0.18628719563240348,0,1,0
2092,49.43,13,8.7,3.2,0.976941245387236,0,1,0
2093,68.83,8,0.2,0.4,0.6232132681311195,0,1,0
2094,282.32,18,25.8,4.4,0.9641491068218669,1,1,0
2095,86.55,13,2.1,3.7,0.8334530548476637,0,1,0
2096,144.72,11,0.7,2.4,0.685246281544073,1,0,0
2097,14.38,17,0.8,13.5,0.6878654782729543,0,1,0
2098,107.59,13,3.6,5.8,0.7739075878522509,0,1,0
2099,50.16,23,5.4,0.9,1.1695441140577847,1,1,0
2100,122.46,18,10.2,2.0,1.6703335552742373,0,1,0
2101,105.24,14,1.0,5.0,0.1,0,1,0
2102,30.23,19,5.1,5.5,0.22163913468517515,0,0,0
2103,92.81,13,7.2,6.2,1.2038577696668304,1,1,0
2104,62.56,14,0.7,0.6,0.9525322825633986,0,1,0
2105,129.5,18,1.5,0.2,1.3956282100031545,0,1,0
2106,45.39,14,2.9,0.7,1.7824002062030564,1,1,0
2107,76.17,15,2.5,0.3,0.7757965217005374,1,1,0
2108,26.38,10,1.0,2.5,1.4959843924032166,1,1,0
2109,90.17,11,7.2,3.4,0.41523857408852094,1,1,0
2110,119.63,23,3.4,1.8,1.1544740656636172,1,1,0
2111,25.58,15,1.5,3.5,1.7686679269105081,0,1,0
2112,108.75,13,3.0,3.6,0.6347967001581052,0,0,0
2113,100.27,15,2.2,3.2,0.8000525777841136,1,1,0
2114,72.27,10,2.7,7.4,1.1703312770311571,1,1,0
2115,44.51,11,0.1,0.7,0.4307131328336339,1,0,0
2116,78.14,14,9.4,3.8,0.780167581524128,0,1,0
2117,125.98,6,9.4,2.1,1.554363688183607,0,1,0
2118,8.75,12,4.3,8.0,1.1413658100045985,0,1,0
2119,43.56,9,3.7,0.1,1.2760153154453127,0,1,0
2120,176.03,14,3.3,5.7,0.6909874084564709,1,0,0
2121,83.11,18,3.5,5.3,0.718446028143551,1,1,0
2122,50.42,10,1.7,0.1,0.9277881759243182,0,1,0
2123,48.55,13,3.4,3.8,0.7301404360633881,0,1,0
2124,49.35,14,1.3,7.1,1.3070929628471308,0,1,0
2125,190.05,21,3.6,4.7,0.5017747835485102,0,1,0
2126,74.88,14,1.3,3.5,0.8141336511346136,0,1,0
2127,132.05,16,0.1,9.4,1.7149726526718254,1,1,0
2128,54.26,13,11.2,1.5,0.6196902373847477,0,0,0
2129,185.49,11,4.8,4.4,1.7797448456388856,0,0,0
2130,48.97,15,5.7,1.1,0.774417742718184,0,1,0
2131,68.55,13,7.3,0.3,1.597343736539942,0,1,0
2132,245.18,22,11.3,8.1,4.141976949521441,1,0,1
2133,210.44,19,8.8,5.3,1.3133067666827931,0,1,0
2134,0.7,11,5.7,0.5,1.1890719178301563,0,1,0
2135,23.46,5,3.6,2.7,0.6710694419981516,0,1,0
2136,93.43,18,0.6,4.6,1.6899836630117466,0,1,0
2137,80.13,16,19.2,5.5,1.1421746255004628,0,1,0
2138,11.41,13,13.2,0.1,0.4890746148749888,1,0,0
2139,74.89,15,4.1,5.3,0.8638129905326161,0,0,0
2140,69.34,15,7.0,11.0,1.5115958084197867,0,1,0
2141,13.98,9,0.1,2.6,0.8026514088559911,1,0,0
2142,58.19,12,5.8,1.7,0.9919975451199291,1,0,0
2143,122.38,15,0.2,1.4,0.5799247065415364,0,1,0
2144,22.88,9,5.5,8.7,1.2674353738774171,0,1,0
2145,71.08,9,1.5,6.7,0.8529660333002688,1,1,0
2146,90.3,11,1.0,0.9,1.0778989799193794,0,1,0
2147,69.31,18,12.4,6.8,1.6191643279914625,1,1,0
2148,30.52,10,2.4,1.4,0.13399095770075564,1,1,0
2149,30.09,10,2.4,1.4,1.0730353251378695,1,1,0
2150,62.64,9,9.1,1.0,1.6737602819658983,1,1,0
2151,32.32,13,0.3,5.8,0.37373410516431405,1,1,0
2152,67.67,17,2.3,2.4,0.8129459648152466,1,1,0
2153,52.6,12,2.6,3.0,1.2750533535456614,1,1,0
2154,158.57,22,0.4,9.5,0.251161831763294,1,1,0
2155,156.96,21,4.4,16.7,3.7236675478730303,1,0,1
2156,27.37,15,0.8,3.1,1.0916728998966756,0,1,0
2157,120.71,14,0.3,0.7,0.49545612531776606,0,1,0
2158,74.17,18,10.0,5.6,0.53443022701038,0,1,0
2159,69.15,11,6.2,0.3,0.5879423961886499,0,1,0
2160,46.68,11,0.6,0.6,1.3245642015142156,1,1,0
2161,14.81,13,2.0,0.3,1.364755600973578,0,1,0
2162,84.22,12,6.0,1.8,1.6507278986099143,0,1,0
2163,31.31,17,4.9,2.7,0.713390668503795,0,1,0
2164,56.88,14,9.6,0.1,0.5554750601439291,0,0,0
2165,141.67,15,0.7,1.0,1.0947838362733635,1,1,0
2166,28.6,6,5.3,0.7,1.2620601182849007,0,1,0
2167,30.27,19,4.8,0.3,0.7881867920411476,0,0,0
2168,113.59,7,5.0,1.5,1.3085529124917805,1,0,0
2169,40.78,10,27.8,40.5,3.4885338265417074,1,0,1
2170,24.36,19,2.9,1.5,1.0315984647703922,1,0,0
2171,70.43,17,2.9,4.5,1.7460431325688808,0,1,0
2172,38.97,9,5.4,2.1,0.5248109369045516,0,1,0
2173,331.67,8,27.4,14.6,2.5772749585762984,1,0,1
2174,69.39,15,5.7,0.2,0.8867055477307628,0,1,0
2175,96.94,13,5.1,1.3,1.0199688478769242,0,1,0
2176,30.85,10,2.6,3.6,0.723284883517981,0,0,0
2177,118.84,13,0.0,4.5,1.087392200725952,0,1,0
2178,43.35,20,1.2,1.2,1.039849063694848,1,1,0
2179,217.44,13,0.5,2.1,0.5731828594747033,0,1,0
2180,77.11,12,0.7,2.2,1.2938904819507342,1,1,0
2181,117.96,12,2.9,1.2,1.023036439702406,0,1,0
2182,66.51,17,1.6,1.7,0.1,0,1,0
2183,91.94,7,9.0,2.6,0.9656044842045312,0,1,0
2184,172.54,10,0.8,1.1,0.12414363987825994,0,0,0
2185,74.69,21,1.6,4.9,0.7722574000413355,0,1,0
2186,127.3,8,8.0,0.9,0.5016278033440249,0,1,0
2187,70.88,22,5.5,0.1,0.8827944230216405,0,1,0
2188,137.75,19,3.7,1.5,1.1292459151480374,0,1,0
2189,33.45,14,0.8,1.0,0.47114965596762315,1,1,0
2190,34.89,3,7.5,4.5,1.1685145027202268,1,1,0
2191,106.5,13,2.6,2.7,0.46420451270553764,1,1,0
2192,3.05,13,0.9,1.5,0.6967049608109617,0,1,0
2193,28.4,19,2.1,4.2,0.4861792627684792,0,1,0
2194,51.21,12,20.6,0.9,0.6012649204176785,0,1,0
2195,303.37,11,4.4,1.3,0.5561790774566124,0,1,0
2196,25.79,14,3.9,7.0,1.1252714736954412,0,0,0
2197,145.87,11,0.0,3.3,1.389592259098822,0,1,0
2198,24.71,12,5.8,7.2,1.2629769367063435,1,1,0
